"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","cnts_prod_id","copn_use_sta_dt","copn_plcy_sta_dt","copn_plcy_end_dt","copn_cnt"
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,"20260729","20260708","20260831",10
C2600NE,통합 월정액 첫달 무료_6월 1차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260621","20260526","20260630",30
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260605","20260526","20260630",9
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260606","20260520","20260630",7
C2600L9,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_3(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260515","20260507","20260517",8
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260630","20260609","20260731",8
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260607","20260519","20260629",8
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",PPV 등,"20260708","20260616","20260815",16
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260610","20260119","20261231",16
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260612","20260519","20260629",8
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260613","20260519","20260629",4
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260609","20260519","20260629",2
C2600ND,"지상파 월정액 첫달 3,300원_6월 1차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260608","20260526","20260630",1
C2600NG,SPOTV 6월 첫달무료_1차_0613 토팝,,,PPV 등,,,,1750323
C2600MO,[팝업] 밸류애드팀 STB 교체(26.5.25)_4-2차,,,PPV 등,,,,279643
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,"20260726","20260721","20260726",100
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인",PPV 등,"20260604","20260518","20260630",27
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260629","20260609","20260630",41
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260621","20260609","20260731",201
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260508","20260421","20260531",7
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260531","20260520","20260630",78
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인",PPV 등,"20260628","20260605","20260731",30
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260527","20260422","20260531",32
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260513","20260422","20260531",67
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260722","20260626","20260731",13
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260518","20260421","20260531",2
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260612","20260520","20260531",27
C2600P7,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_3,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260622","20260520","20260630",5
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260618","20260526","20260630",17
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",PPV 등,"20261101","20260721","20260831",2
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260614","20260520","20260630",1
C2600P1,[팝업] 밸류애드팀 STB 교체(26.6.8))_2-1차,,,PPV 등,,,,293202
C2600PF,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-3차,,,PPV 등,,,,145369
C2600UY,[팝업] 밸류애드팀 STB 교체(26.7.13)_2-1차,,,PPV 등,,,,247238
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인",PPV 등,,"20260526","20260630",189
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260731","20260622","20260731",13
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",PPV 등,"20260719","20260616","20260815",44
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260623","20260526","20260630",15
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260518","20260422","20260531",40
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,PPV 등,"20260529","20260520","20260609",26
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260617","20260609","20260731",306
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260705","20260609","20260731",37
C2600T6,"26년 6월 B tv+ 할인 연장 캠페인_광복절 5,500원",A1CP1020261000121367,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_6월",PPV 등,"20260817","20260625","20260731",125
C2600LX,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_1(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),PM30000107,"20260520","20260515","20260525",83
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260728","20260708","20260831",5
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260618","20260520","20260630",38
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260706","20260626","20260731",60
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,"20260731","20260708","20260831",7
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260526","20260422","20260531",52
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인",PPV 등,"20260515","20260421","20260531",19
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260701","20260609","20260731",1
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",PPV 등,"20260712","20260708","20260831",28
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120869,[FREE PASS] SPOTV 프라임패키지 1개월 무료_26년6월,PM35000007,"20260602","20260519","20260629",6
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260703","20260609","20260731",2
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,"20260725","20260622","20260731",6
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",PPV 등,"20260722","20260622","20260731",1
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,PM30000107,"20260707","20260528","20260712",1
C2600QL,"2606_플레이보이 디맨드_첫달무료_리마인드_2차",,,PPV 등,,,,209053
C2600T5,<마이클> 런칭 안내 팝업 (6/25),,,PPV 등,,,,6368368
C2600RG,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_3",DummyOffer,,PPV 등,,,,318651
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,,"20260624","20260705",790503
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260629","20260609","20260731",6
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260613","20260526","20260614",29
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",PPV 등,"20260630","20260609","20260731",348
C2600QR,"6월 성인 1+1 프로모션_추가 (6/12~14 구매자)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260627","20260609","20260731",85
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260620","20260119","20261231",60
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",PPV 등,,"20260708","20260831",168
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260615","20260609","20260731",167
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260621","20260520","20260630",75
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260624","20260526","20260630",117
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260626","20260609","20260630",33
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260715","20260624","20260731",58
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월",PM30000107,"20260720","20260526","20260731",57
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260609","20260119","20261231",28
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260710","20260624","20260731",19
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인",PPV 등,"20260722","20260630","20260731",23
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260601","20260520","20260630",26
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260604","20260519","20260629",6
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260604","20260520","20260630",46
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",PPV 등,"20260714","20260615","20260731",7
C2600R4,<피어스> 할인쿠폰 프로모션,A1SA1020261000121258,"[피어스 런칭] 영화 5,500원 할인",PPV 등,"20260704","20260615","20260731",2
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260506","20260421","20260531",13
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",PPV 등,"20260728","20260708","20260831",6
C2600Q4,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260616","20260609","20260731",2
C2600MM,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_3",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,"20260525","20260507","20260531",7
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260716","20260624","20260731",8
C2600JE,<캣 앤 독> 할인쿠폰 프로모션,A1SA1020261000120747,"[캣 앤 독 런칭] 영화 5,500원 할인",PPV 등,"20260510","20260428","20260531",2
C2600XS,[타겟] 최신 리모컨 무상 업그레이드 (7/28),,,PPV 등,,,,14353
C2600RR,[팝업] B tv 스탠다드+(조합형)_(26.6.23)_4-1차,,,PPV 등,,,,445197
C2600VV,[팝업] B tv All+(조합형)(26.7.21)_3-1차,,,PPV 등,,,,585649
C2600XF,비캐시 혜택 위크(군체 구매자 제외2),,,PPV 등,,,,1644448
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260509","20260422","20260531",66
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260713","20260626","20260731",14
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260627","20260624","20260705",159
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260603","20260519","20260629",18
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260718","20260629","20260731",112
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260726","20260629","20260731",10
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260610","20260520","20260630",48
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260730","20260629","20260731",35
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260619","20260520","20260630",19
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260604","20260520","20260630",1
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인",PPV 등,"20260630","20260526","20260630",1
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",PPV 등,"20260720","20260626","20260731",17
C2600QV,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)_수정",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260630","20260609","20260731",4
C2600OL,"지상파 월정액 첫달 3,300원_6월 2차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260628","20260526","20260630",2
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260617","20260519","20260629",7
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260517","20260119","20261231",2
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260731","20260708","20260831",1
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,PPV 등,,"20260526","20260630",839505
C2600V5,[팝업] B tv 스탠다드+(조합형)_(26.7.14)_2-1차,,,PPV 등,,,,454015
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260517","20260119","20261231",293
C2600ML,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_2",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,"20260529","20260507","20260531",48
C2600VC,"2607_비플/캐치온 왕사남 해지취소_1주차_TV팝업",,,PPV 등,,,,2064
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260618","20260609","20260731",286
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",PPV 등,,"20260605","20260731",521
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260628","20260526","20260630",99
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260727","20260624","20260731",22
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260621","20260526","20260630",63
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260617","20260520","20260630",23
C2600LR,[팝업] 밸류애드팀 Btv 업_장기(26.5.20)_3-1차,,,PPV 등,,,,406910
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260628","20260624","20260705",54
