"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","pt_dt","cl","copn_plcy_sta_dt","copn_plcy_end_dt","cnts_prod_id","cnt"
C2600RH,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_4",DummyOffer,,"20260620",TOAST,,,PPV 등,390003
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",DummyOffer,,"20260721",TOAST,,,PPV 등,550953
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",DummyOffer,,"20260725",TOAST,,,PPV 등,78774
C2600NP,<모탈 컴뱃2> 할인쿠폰 프로모션,A1SA1020261000120959,"[모탈컴뱃2 런칭] 영화 5,500원 할인","20260604",TOAST,"20260528","20260615",PPV 등,169
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,,"20260709",TOAST,,,PPV 등,83
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260711",TOAST,"20260526","20260630",PPV 등,50
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260716",TOAST,"20260609","20260731",PPV 등,2
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,,"20260716",TOAST,,,PPV 등,90
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260606",TOAST,"20260526","20260630",PPV 등,29
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260617",TOAST,,,PPV 등,6
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260614",TOAST,,,PPV 등,17
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260627",TOAST,,,PPV 등,7
C2600JE,<캣 앤 독> 할인쿠폰 프로모션,A1SA1020261000120747,"[캣 앤 독 런칭] 영화 5,500원 할인","20260510",TOAST,"20260428","20260531",PPV 등,5
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",,,"20260619",TOAST,,,PPV 등,6
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260717",TOAST,,,PPV 등,2
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인","20260718",TOAST,"20260626","20260731",PPV 등,3
C2600OJ,"2606_플레이보이 디맨드_첫달무료",,,"20260712",TOAST,,,PPV 등,1
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260711",TOAST,,,PPV 등,4
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260701",TOAST,,,PPV 등,5
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260611",TOAST,,,PPV 등,6
C2600L8,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_2(1770)",DummyOffer,,"20260524",TOAST,,,PPV 등,1
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인","20260725",TOAST,"20260616","20260831",PPV 등,1
C2600ON,"26년 6월_B tv+ 국내여행_(6/3)_4567",DummyOffer,,"20260701",TOAST,,,PPV 등,1
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260501",TOAST,"20260422","20260531",PM30000154,62415
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),"20260701",TOAST,"20260618","20260706",PPV 등,890
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260521",TOAST,,,PPV 등,1946
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,"20260629",TOAST,,,PPV 등,1413
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월","20260527",TOAST,"20260526","20260731",PM30000107,1138
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260626",TOAST,,,PPV 등,313
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",DummyOffer,,"20260722",TOAST,,,PPV 등,488
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260623",TOAST,,,PPV 등,371
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,,"20260728",TOAST,,,PPV 등,21
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",DummyOffer,,"20260714",TOAST,,,PPV 등,1254
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",DummyOffer,,"20260711",TOAST,,,PPV 등,25
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260715",TOAST,"20260708","20260831",PPV 등,391
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인","20260527",TOAST,"20260518","20260630",PPV 등,415
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)","20260701",TOAST,"20260609","20260731",PPV 등,42
C2600RH,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_4",DummyOffer,,"20260703",TOAST,,,PPV 등,122
C2600N2,"26년 5월_B tv+ 당첨자_UI 541 이상_4(1770)",DummyOffer,,"20260601",TOAST,,,PPV 등,93
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인","20260707",TOAST,"20260622","20260731",PPV 등,8
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,TOAST,"20260626","20260731",PPV 등,0
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)","20260717",TOAST,"20260708","20260831",PPV 등,13
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인","20260721",TOAST,"20260708","20260831",PPV 등,14
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",DummyOffer,,"20260731",TOAST,,,PPV 등,19
C2600LG,<스피드> 할인쿠폰 프로모션,A1SA1020261000120858,"[스피드 런칭] 영화 5,500원 할인","20260519",TOAST,"20260512","20260531",PPV 등,11
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260730",TOAST,"20260708","20260831",PPV 등,10
C2600K8,<몽타주: 6일간의 추격> 타겟 프로모션_40%_0430,A1SA1020261000120748,[즉시 할인] 몽타주: 6일간의 추격 40% 할인쿠폰,"20260613",TOAST,"20260403","20260430",PPV 등,1
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260709",TOAST,,,PPV 등,5
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260728",TOAST,"20260708","20260831",PPV 등,3
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260624",TOAST,"20260422","20260531",PM30000154,1
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),"20260728",TOAST,"20260618","20260706",PPV 등,2
C2600OW,"26년 6월_B tv+ 국내여행_(6/4~7)_4567",DummyOffer,,"20260704",TOAST,,,PPV 등,1
C2600OJ,"2606_플레이보이 디맨드_첫달무료",,,"20260708",TOAST,,,PPV 등,1
C2600NG,SPOTV 6월 첫달무료_1차_0613 토팝,,,"20260725",TOAST,,,PPV 등,2
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",DummyOffer,,"20260716",TOAST,,,PPV 등,1
C2600QL,"2606_플레이보이 디맨드_첫달무료_리마인드_2차",,,"20260718",TOAST,,,PPV 등,1
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260625",TOAST,"20260421","20260531",PM30000269,1
C2600NG,SPOTV 6월 첫달무료_1차_0613 토팝,,,"20260722",TOAST,,,PPV 등,1
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",,TOAST,"20260609","20260731",PPV 등,0
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",DummyOffer,,"20260612",TOAST,,,PPV 등,111022
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",DummyOffer,,"20260630",TOAST,,,PPV 등,180821
C2600XB,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_4_F",DummyOffer,,"20260724",TOAST,,,PPV 등,81253
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,"20260628",TOAST,,,PPV 등,3316
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",DummyOffer,,"20260629",TOAST,,,PPV 등,6347
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",DummyOffer,,"20260730",TOAST,,,PPV 등,1832
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",DummyOffer,,"20260614",TOAST,,,PPV 등,1469
C2600OW,"26년 6월_B tv+ 국내여행_(6/4~7)_4567",DummyOffer,,"20260609",TOAST,,,PPV 등,2671
C2600M2,"26년 5월_B tv+ 당첨자_UI 541 이상_1(1770)",DummyOffer,,"20260614",TOAST,,,PPV 등,5
C2600K8,<몽타주: 6일간의 추격> 타겟 프로모션_40%_0430,A1SA1020261000120748,[즉시 할인] 몽타주: 6일간의 추격 40% 할인쿠폰,"20260521",TOAST,"20260403","20260430",PPV 등,128
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260705",TOAST,,,PPV 등,7
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,"20260730",TOAST,,,PPV 등,21
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",DummyOffer,,"20260613",TOAST,,,PPV 등,146
C2600KE,무비혜택도미도 쿠폰 사용 안내,,,"20260514",TOAST,,,PPV 등,95
C2600OW,"26년 6월_B tv+ 국내여행_(6/4~7)_4567",DummyOffer,,"20260625",TOAST,,,PPV 등,2
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260713",TOAST,"20260616","20260731",PPV 등,64
C2600ON,"26년 6월_B tv+ 국내여행_(6/3)_4567",DummyOffer,,"20260606",TOAST,,,PPV 등,17
C2600KA,"26년 5월_B tv+ 비플리_UI 540 이하(1969)_토팝 멀티스탭",DummyOffer,,"20260502",TOAST,,,PPV 등,7
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260621",TOAST,,,PPV 등,6
C2600RH,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_4",DummyOffer,,,TOAST,,,PPV 등,0
C2600RW,"2606_비너스 디맨드_첫달무료_개편전",,,"20260719",TOAST,,,PPV 등,1
C2600M2,"26년 5월_B tv+ 당첨자_UI 541 이상_1(1770)",DummyOffer,,"20260712",TOAST,,,PPV 등,3
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",DummyOffer,,"20260601",TOAST,,,PPV 등,2
C2600T9,"26년 6월 B tv+ 할인 연장 캠페인_8월할인 7,700원",A1CP1020261000121368,"[가입 유지 선물] B tv+ 월 7,700원 이용 혜택 6개월 자동 연장_6월","20260707",TOAST,"20260625","20260731",PPV 등,2
C2600W3,비캐시 유효기간 임박고객 콘텐츠 구매 알림,,,"20260723",TOAST,,,PPV 등,1
C2600L8,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_2(1770)",DummyOffer,,"20260517",TOAST,,,PPV 등,49805
C2600N0,"26년 5월_B tv+ 당첨자_UI 541 이상_2(1770)",DummyOffer,,"20260522",TOAST,,,PPV 등,347014
C2600PJ,"2606_플레이보이 디맨드_첫달무료_리마인드_1차",,,"20260609",TOAST,,,PPV 등,2286
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260629",TOAST,"20260609","20260731",PPV 등,550
C2600L8,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_2(1770)",DummyOffer,,"20260522",TOAST,,,PPV 등,431
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260529",TOAST,,,PPV 등,531
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260623",TOAST,"20260616","20260731",PPV 등,314
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260507",TOAST,"20260421","20260531",PM30000269,163
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",DummyOffer,,"20260618",TOAST,,,PPV 등,446
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",DummyOffer,,"20260714",TOAST,,,PPV 등,15
C2600RH,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_4",DummyOffer,,"20260706",TOAST,,,PPV 등,72
C2600W1,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_2",DummyOffer,,"20260728",TOAST,,,PPV 등,26
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260717",TOAST,"20260526","20260630",PPV 등,37
C2600RF,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_2",DummyOffer,,"20260731",TOAST,,,PPV 등,26
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260724",TOAST,"20260616","20260731",PPV 등,45
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월","20260602",TOAST,"20260526","20260731",PM30000107,4
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인","20260723",TOAST,"20260708","20260831",PPV 등,2
C2600KA,"26년 5월_B tv+ 비플리_UI 540 이하(1969)_토팝 멀티스탭",DummyOffer,,"20260526",TOAST,,,PPV 등,33
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",,,"20260604",TOAST,,,PPV 등,3
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260731",TOAST,"20260708","20260831",PPV 등,6
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260714",TOAST,,,PPV 등,5
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인","20260630",TOAST,"20260605","20260731",PPV 등,1
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260704",TOAST,"20260421","20260531",PM30000269,1
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",DummyOffer,,"20260710",TOAST,,,PPV 등,1
C2600M2,"26년 5월_B tv+ 당첨자_UI 541 이상_1(1770)",DummyOffer,,"20260627",TOAST,,,PPV 등,2
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260710",TOAST,,,PPV 등,1
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260508",TOAST,"20260421","20260531",PM30000269,13955
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,,"20260628",TOAST,,,PPV 등,908
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260612",TOAST,,,PPV 등,1113
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260524",TOAST,,,PPV 등,6786
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",DummyOffer,,"20260706",TOAST,,,PPV 등,6851
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260528",TOAST,,,PPV 등,833
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260602",TOAST,"20260518","20260630",PPV 등,72
C2600N2,"26년 5월_B tv+ 당첨자_UI 541 이상_4(1770)",DummyOffer,,"20260530",TOAST,,,PPV 등,199
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260521",TOAST,"20260422","20260531",PM30000154,287
C2600OU,"2606_SPOTV_BWF 인도네시아 오픈",DummyOffer,,"20260629",TOAST,,,PPV 등,257
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인","20260715",TOAST,"20260622","20260731",PPV 등,20
C2600OM,"26년 6월_B tv+ 국내여행_(6/3)_0123",DummyOffer,,"20260608",TOAST,,,PPV 등,3
C2600RF,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_2",DummyOffer,,"20260712",TOAST,,,PPV 등,202
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260718",TOAST,"20260616","20260731",PPV 등,91
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인","20260716",TOAST,"20260708","20260831",PPV 등,12
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",DummyOffer,,"20260730",TOAST,,,PPV 등,36
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260723",TOAST,"20260526","20260630",PPV 등,13
C2600KE,무비혜택도미도 쿠폰 사용 안내,,,"20260520",TOAST,,,PPV 등,38
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),"20260712",TOAST,"20260618","20260706",PPV 등,22
C2600RG,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_3",DummyOffer,,"20260702",TOAST,,,PPV 등,31
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260710",TOAST,,,PPV 등,4
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인","20260725",TOAST,"20260616","20260815",PPV 등,1
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",DummyOffer,,"20260725",TOAST,,,PPV 등,1
C2600L9,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_3(1770)",DummyOffer,,"20260528",TOAST,,,PPV 등,3
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260512",TOAST,"20260430","20260531",PPV 등,10
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260619",TOAST,"20260422","20260531",PM30000154,5
C2600L9,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_3(1770)",DummyOffer,,"20260523",TOAST,,,PPV 등,1
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",DummyOffer,,"20260617",TOAST,,,PPV 등,4
C2600OW,"26년 6월_B tv+ 국내여행_(6/4~7)_4567",DummyOffer,,,TOAST,,,PPV 등,0
C2600W3,비캐시 유효기간 임박고객 콘텐츠 구매 알림,,,"20260719",TOAST,,,PPV 등,3
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,,"20260723",TOAST,,,PPV 등,5
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260612",TOAST,"20260526","20260630",PPV 등,10
C2600VG,"2607_비플/캐치온 왕사남 해지취소_2주차_토팝",,,"20260723",TOAST,,,PPV 등,2
C2600OJ,"2606_플레이보이 디맨드_첫달무료",,,"20260615",TOAST,,,PPV 등,1
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260720",TOAST,,,PPV 등,1
C2600N0,"26년 5월_B tv+ 당첨자_UI 541 이상_2(1770)",DummyOffer,,"20260718",TOAST,,,PPV 등,1
C2600XB,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_4_F",DummyOffer,,"20260725",TOAST,,,PPV 등,25009
C2600NC,"26년 5월 B tv+ 할인 연장 캠페인_1주년 4,400원",A1CP1020261000120955,"[가입 유지 선물] B tv+ 월 4,400원 혜택 6개월 자동 연장_5월","20260527",TOAST,"20260526","20260731",PM30000107,314
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인","20260628",TOAST,"20260616","20260831",PPV 등,30
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",DummyOffer,,"20260530",TOAST,,,PPV 등,549
C2600RF,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_2",DummyOffer,,"20260630",TOAST,,,PPV 등,359
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,,"20260625",TOAST,,,PPV 등,511
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260720",TOAST,"20260708","20260831",PPV 등,165
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)","20260702",TOAST,"20260626","20260731",PPV 등,47
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260719",TOAST,"20260616","20260731",PPV 등,75
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260705",TOAST,"20260615","20260731",PPV 등,72
