"cmpgn_id","cmpgn_nm","copn_plcy_num","copn_plcy_nm","cnts_prod_id","prod_nm","copn_yn","cmpgn_svc_cnt","copn_use_cnt","copn_use_sta_dt","toast_yn","toast_cmpgn_cnt","toast_show_cnt","toast_click_cnt","toast_go_cnt","toast_exit_cnt","toast_show_dt","smart_cmpgn_cnt","smart_show_cnt","smart_click_cnt","smart_go_cnt","smart_exit_cnt"
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인",,,1,733,396,"20260730",1,733,365,208,0,208,"20260718",476,476,378,49,354
C2600TK,<메가 샤크 어택> 할인쿠폰 프로모션,A1SA1020261000121369,"[메가 샤크 어택 런칭] 영화 5,500원 할인",,,1,924,472,"20260731",1,924,490,296,0,296,"20260719",681,681,542,54,515
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰",,,1,8396,4362,"20260721",1,8396,4257,2087,0,2087,"20260729",6004,6004,4351,435,4086
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인",,,1,3634,889,"20260731",1,3634,2056,1189,0,1189,"20260730",2708,2708,2262,249,2150
C2600TN,"7월 성인 1+1 프로모션_모바일 (7/1~7/10)",A1SA1020261000121371,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,1204,667,"20260720",1,1204,566,283,0,283,"20260728",745,745,541,53,510
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",,,1,3000,519,"20260724",1,3000,1157,664,0,664,"20260726",2192,2192,1834,143,1774
C2600TR,신작혜택파티 프로모션 타겟안내,,-,,,0,11712,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TT,<현상수배> 타겟 프로모션_30%_0702,A1SA1020261000121372,[즉시 할인] 현상수배 30% 할인쿠폰,,,1,745542,346,"20260708",0,0,0,0,0,0,,510206,510192,439200,27040,432060
C2600TW,"2607_무빙 연장 동의_TDB_3차",,-,,,0,3853,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TX,"2607_주기성_전환동의 띠배너",,-,,,0,6547,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TY,"2607_주기성_전환동의 띠배너 편성제외",,-,,,0,363,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,지상파 3사 월정액,1,280732,1556,"20260731",0,0,0,0,0,0,,147067,147052,99416,4665,96149
C2600U0,[팝업] 밸류애드팀 STB 교체(26.7.6)_1-1차,,-,,,0,247637,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U1,[팝업] 밸류애드팀 STB 교체(26.7.6)_1-2차,,-,,,0,349288,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U2,[팝업] 밸류애드팀 STB 교체(26.7.6)_1-3차,,-,,,0,211647,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U3,[팝업] 밸류애드팀 Btv 업_단기(26.7.7)_1-1차,,-,,,0,277471,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U4,[팝업] 밸류애드팀 Btv 업_단기(26.7.7)_1-2차,,-,,,0,303854,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U5,[팝업] 밸류애드팀 Btv 업_단기(26.7.7)_1-3차,,-,,,0,154051,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U6,[팝업] B tv All+(조합형)(26.7.7)_1-1차,,-,,,0,571940,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U7,[팝업] B tv 스탠다드+(조합형)_(26.7.7)_1-1차,,-,,,0,442585,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U8,[팝업] 밸류애드팀 Btv 업_장기(26.7.8)_1-1차,,-,,,0,381531,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600U9,[팝업] 밸류애드팀 Btv 업_장기(26.7.8)_1-2차,,-,,,0,381280,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UA,[팝업] 밸류애드팀 Btv 업_장기(26.7.8)_1-3차,,-,,,0,369376,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UB,[팝업] 밸류애드팀 Btv 업_장기(26.7.8)_1-4차,,-,,,0,221451,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,B tv+,1,790150,1334,"20260813",0,0,0,0,0,0,,563581,563563,441821,27584,431043
C2600UD,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,B tv+,1,789972,654,"20260731",0,0,0,0,0,0,,575705,575672,435282,26755,424638
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,B tv+,1,794229,311,"20260731",0,0,0,0,0,0,,731897,731876,580076,27067,570737
C2600UF,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_4",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,B tv+,1,303049,49,"20260731",0,0,0,0,0,0,,276106,276101,200641,8614,197399
C2600UG,"2607_무빙 연장 동의_TV팝업_15차",,-,,,0,3853,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UI,수요1+1무비쿠폰(7월 프로모션 안내),,-,,,0,3801871,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UJ,[보정용] 26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3,DummyOffer,-,,,1,396746,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UK,JTBC 월정액 3개월 70% 할인_7월 1차(배너),DummyOffer,-,,,1,499183,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UL,"CJ ENM 월정액 3개월 5,500원_7월 1차(배너)",DummyOffer,-,,,1,498308,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UM,[모바일 B tv] '26년 7월 수요 1+1 무비 쿠폰 앱푸쉬 (Mass),,-,,,0,915733,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UN,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_1",DummyOffer,-,,,1,1069382,0,,1,1069114,890130,591379,21589,578681,"20260731",0,0,0,0,0
C2600UO,수요1+1무비쿠폰(7월 금토일 타겟편성),,-,,,0,650,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인",,,1,442,240,"20260802",1,442,206,104,0,104,"20260724",301,301,226,18,216
C2600UQ,"2607_비플/캐치온 왕사남 해지취소",,-,,,0,2088,0,,1,2088,1414,833,46,787,"20260731",0,0,0,0,0
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",,,1,405,227,"20260802",1,405,142,88,0,88,"20260729",258,258,193,14,181
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,749,406,"20260731",1,749,331,157,0,157,"20260725",488,488,347,22,335
C2600UU,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121458,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",,,1,7886,3765,"20260731",1,7886,3023,1469,0,1469,"20260731",5382,5382,3747,354,3525
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",,,1,807,180,"20260802",1,807,436,247,0,247,"20260725",618,618,511,69,481
C2600UW,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_2",DummyOffer,-,,,1,1069490,0,,1,1069247,893346,597807,21975,585204,"20260731",0,0,0,0,0
C2600UX,"26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_3",DummyOffer,-,,,1,534234,0,,1,534103,447516,299359,10731,293217,"20260731",0,0,0,0,0
C2600UY,[팝업] 밸류애드팀 STB 교체(26.7.13)_2-1차,,-,,,0,247238,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600UZ,[팝업] 밸류애드팀 STB 교체(26.7.13)_2-2차,,-,,,0,343762,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V0,[팝업] 밸류애드팀 STB 교체(26.7.13)_2-3차,,-,,,0,197927,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V1,[팝업] 밸류애드팀 Btv 업_단기(26.7.14)_2-1차,,-,,,0,285514,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V2,[팝업] 밸류애드팀 Btv 업_단기(26.7.14)_2-2차,,-,,,0,299847,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V3,[팝업] 밸류애드팀 Btv 업_단기(26.7.14)_2-3차,,-,,,0,135804,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V4,[팝업] B tv All+(조합형)(26.7.14)_2-1차,,-,,,0,592617,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V5,[팝업] B tv 스탠다드+(조합형)_(26.7.14)_2-1차,,-,,,0,454015,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V6,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-1차,,-,,,0,294182,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V7,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-2차,,-,,,0,373270,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V8,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-3차,,-,,,0,391320,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600V9,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-4차,,-,,,0,333424,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VA,[보정용] 26년 7월_B tv+ KBS 이승철 콘서트_UI 541 이상_2,DummyOffer,-,,,1,535526,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VB,"2607_무빙 연장 동의_TV팝업_16차",,-,,,0,3758,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VC,"2607_비플/캐치온 왕사남 해지취소_1주차_TV팝업",,-,,,0,2064,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,CJ ENM 월정액,1,191372,650,"20260731",0,0,0,0,0,0,,106138,106129,73227,3558,70906
C2600VF,"2607_SPOTV LAFC 럭키 슈팅 이벤트",DummyOffer,-,,,1,1332328,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VG,"2607_비플/캐치온 왕사남 해지취소_2주차_토팝",,-,,,0,1965,0,,1,1965,1423,808,38,770,"20260730",0,0,0,0,0
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,1065442,512,"20260816",1,1064601,842278,554405,19393,542757,"20260731",853351,853338,641827,30397,631136
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",DummyOffer,-,,,1,1064601,0,,1,1064601,842278,554405,19393,542757,"20260731",0,0,0,0,0
C2600VJ,"2607_비플/캐치온 왕사남 해지취소_2주차_TV팝업",,-,,,0,1945,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VK,"2607_무빙 연장 동의_TV팝업_17차",,-,,,0,3686,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VL,"2607_SPOTV 럭키슈팅 이벤트_B캐시 발급",PR102026100000126962,-,,,1,11299,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인",,,1,435,259,"20260802",1,435,167,92,0,92,"20260731",249,249,175,17,159
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인",,,1,3533,1689,"20260802",1,3533,1352,813,0,813,"20260731",2457,2456,1821,151,1702
C2600VP,[팝업] 밸류애드팀 STB 교체(26.7.20)_3-1차,,-,,,0,244732,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VQ,[팝업] 밸류애드팀 STB 교체(26.7.20)_3-2차,,-,,,0,338955,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VR,[팝업] 밸류애드팀 STB 교체(26.7.20)_3-3차,,-,,,0,194822,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VS,[팝업] 밸류애드팀 Btv 업_단기(26.7.21)_3-1차,,-,,,0,283248,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VT,[팝업] 밸류애드팀 Btv 업_단기(26.7.21)_3-2차,,-,,,0,298594,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VU,[팝업] 밸류애드팀 Btv 업_단기(26.7.21)_3-3차,,-,,,0,135002,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VV,[팝업] B tv All+(조합형)(26.7.21)_3-1차,,-,,,0,585649,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VW,[팝업] B tv 스탠다드+(조합형)_(26.7.21)_3-1차,,-,,,0,451235,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VX,[팝업] 밸류애드팀 Btv 업_장기(26.7.22)_3-1차,,-,,,0,290360,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VY,[팝업] 밸류애드팀 Btv 업_장기(26.7.22)_3-2차,,-,,,0,368600,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600VZ,[팝업] 밸류애드팀 Btv 업_장기(26.7.22)_3-3차,,-,,,0,388122,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600W0,[팝업] 밸류애드팀 Btv 업_장기(26.7.22)_3-4차,,-,,,0,330805,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600W1,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_2",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,1064956,438,"20260722",1,1064473,837655,547013,18999,535525,"20260731",850435,850414,639947,30331,629077
C2600W1,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_2",DummyOffer,-,,,1,1064473,0,,1,1064473,837655,547013,18999,535525,"20260731",0,0,0,0,0
C2600W2,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_3",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,532007,218,"20270719",1,531780,415885,268642,9345,262884,"20260731",424271,424262,313885,14948,308439
C2600W2,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_3",DummyOffer,-,,,1,531780,0,,1,531780,415885,268642,9345,262884,"20260731",0,0,0,0,0
C2600W3,비캐시 유효기간 임박고객 콘텐츠 구매 알림,,-,,,0,167,0,,1,167,107,59,0,59,"20260723",0,0,0,0,0
C2600W6,AI커머스광고 7월 프로모션_복날 챌린지,,-,,,0,4581262,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600W7,"7월 성인 1+1 이열치열 프로모션 (7/21~/20)",A1SA1020261000121561,"[1+1 이열치열 이벤트] 3,300원 할인 쿠폰",,,1,8263,2585,"20260802",1,8263,1791,894,0,894,"20260731",4449,4448,2797,247,2620
C2600WB,"2607_비플/캐치온 왕사남 해지취소_3주차_토팝",,-,,,0,1805,0,,1,1805,1174,668,44,624,"20260731",0,0,0,0,0
C2600WC,"지상파 월정액 3개월 5,500원_7월 3차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,지상파 3사 월정액,1,487938,544,"20260731",0,0,0,0,0,0,,298523,298468,191383,9656,185473
C2600WD,통합 월정액 3개월 내내 80% 할인,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"19월정액",1,477943,835,"20260731",0,0,0,0,0,0,,256175,256123,153916,7309,148980
C2600WF,<군체[예약구매]> 할인쿠폰 프로모션,A1SA1020261000121562,"[군체 예약] 영화 4,400원 할인",,,1,1118,308,"20260802",1,1118,414,296,0,296,"20260727",688,688,504,75,440
C2600WG,<디스클로저 데이> 할인쿠폰 프로모션,A1SA1020261000121558,"[디스클로저 데이 런칭] 영화 3,300원 할인",,,1,3023,845,"20260802",1,3023,792,495,0,495,"20260731",1695,1695,1254,113,1149
C2600WH,<군체> 할인쿠폰 프로모션,A1SA1020261000121563,[군체 런칭] 영화 20% 할인,,,1,22531,2387,"20260802",1,22531,7148,4150,0,4150,"20260731",15869,15865,11123,819,10400
C2600WI,<뮌터 & 칸딘스키 - 사랑의 초상> 할인쿠폰 프로모션,A1SA1020261000121560,"[뮌터 & 칸딘스키 - 사랑의 초상 런칭] 영화 5,500원 할인",,,1,59,23,"20260802",1,59,15,10,0,10,"20260731",27,27,17,0,17
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,CJ ENM 월정액,1,383699,141,"20260731",0,0,0,0,0,0,,198059,198021,118522,4530,115025
C2600WK,JTBC 월정액 3개월 70% 할인_7월 3차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,JTBC 월정액,1,418250,189,"20260731",0,0,0,0,0,0,,188082,188053,114907,5614,111312
C2600WL,"2607_비플/캐치온 왕사남 해지취소_3주차_TV팝업",,-,,,0,1681,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WM,"2607_무빙 연장 동의_TV팝업_18차",,-,,,0,3573,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WN,[주기성] 26년 7월_B tv+ 7월 비플리 상위_가입자 제외,DummyOffer,-,,,1,12624,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WO,[팝업] 밸류애드팀 STB 교체(26.7.27)_4-1차,,-,,,0,243684,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WP,[팝업] 밸류애드팀 STB 교체(26.7.27)_4-2차,,-,,,0,337653,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WQ,[팝업] 밸류애드팀 STB 교체(26.7.27)_4-3차,,-,,,0,194458,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WR,[팝업] 밸류애드팀 Btv 업_단기(26.7.28)_4-1차,,-,,,0,281287,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WS,[팝업] 밸류애드팀 Btv 업_단기(26.7.28)_4-2차,,-,,,0,298025,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WT,[팝업] 밸류애드팀 Btv 업_단기(26.7.28)_4-3차,,-,,,0,134543,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WU,[팝업] B tv All+(조합형)(26.7.28)_4-1차,,-,,,0,582092,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WV,[팝업] B tv 스탠다드+(조합형)_(26.7.28)_4-1차,,-,,,0,449664,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WW,AI커머스광고 7월 프로모션_복날 챌린지 2차,,-,,,0,4592692,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WX,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-1차,,-,,,0,288749,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WY,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-2차,,-,,,0,367225,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600WZ,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-3차,,-,,,0,386629,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600X0,[팝업] 밸류애드팀 Btv 업_장기(26.7.29)_4-4차,,-,,,0,329668,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600X2,<군체> 런칭 안내 팝업 (7/25),,-,,,0,6386960,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600X8,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_3_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,790650,150,"20260726",1,790381,458852,242733,5525,237211,"20260731",717873,717861,544832,21439,537177
C2600X8,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_3_F",DummyOffer,-,,,1,790381,0,,1,790381,458852,242733,5525,237211,"20260731",0,0,0,0,0
C2600X9,비캐시 혜택위크 프로모션 안내(2),,-,,,0,1644449,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XB,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_4_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,301413,38,"20260726",1,301402,114951,49185,1313,47873,"20260731",267849,267845,179326,6420,176301
C2600XB,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_4_F",DummyOffer,-,,,1,301402,0,,1,301402,114951,49185,1313,47873,"20260731",0,0,0,0,0
C2600XC,비캐시 혜택위크 프로모션 안내(1),,-,,,0,1232993,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XD,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_1_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,782731,600,"20260726",1,782344,325908,179456,5557,173899,"20260731",535541,535520,407085,20047,399364
C2600XD,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_1_F",DummyOffer,-,,,1,782344,0,,1,782344,325908,179456,5557,173899,"20260731",0,0,0,0,0
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)",PM30000107,B tv+,1,787593,317,"20260726",1,787528,360814,181986,6282,175704,"20260731",550419,550401,404603,20126,395972
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",DummyOffer,-,,,1,787528,0,,1,787528,360814,181986,6282,175704,"20260731",0,0,0,0,0
C2600XF,비캐시 혜택 위크(군체 구매자 제외2),,-,,,0,1644448,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",,,1,2438,2340,"20261101",1,2438,1845,1097,0,1097,"20260731",3,3,3,0,3
C2600XH,"26년 7월 B tv+ 50% 할인 연장 캠페인_25년9월할인",A1CP1020261000121665,[가입 유지 선물] B tv+ 50% 할인 혜택 6개월 자동 연장_7월,,,1,416,414,"20260911",1,416,325,179,0,179,"20260730",2,2,2,0,2
C2600XK,군체 타겟 프로모션_배너 노출_0724_수정,DummyOffer,-,,,1,22531,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XL,[타겟] 최신 리모컨 무상 업그레이드 (7/27),,-,,,0,14380,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XM,<슈퍼걸> 할인쿠폰 프로모션,A1SA1020261000121659,"[슈퍼걸 런칭] 영화 5,500원 할인",,,1,1740,176,"20260802",1,1740,183,126,0,126,"20260731",480,480,340,36,307
C2600XO,<순례자들은 왜 돌아오지 않는가> 할인쿠폰 프로모션,A1SA1020261000121672,"[순례자들은 왜 돌아오지 않는가 런칭] 영화 5,500원 할인",,,1,18,2,"20260802",1,18,1,0,0,0,"20260730",2,2,2,0,2
C2600XP,<짝사랑 세계> 할인쿠폰 프로모션,A1SA1020261000121673,"[짝사랑 세계 런칭] 영화 5,500원 할인",,,1,36,3,"20260802",1,36,1,0,0,0,"20260731",4,4,4,1,3
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"19월정액",1,499593,770,"20260801",0,0,0,0,0,0,,304646,304620,196283,10640,188575
C2600XS,[타겟] 최신 리모컨 무상 업그레이드 (7/28),,-,,,0,14353,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XV,[타겟] 최신 리모컨 무상 업그레이드 (7/29),,-,,,0,3358,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XX,"26년 8월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121764,[8월혜택] B tv+ 12개월 50% 할인,PM30000107,B tv+,1,793741,445,"20260802",0,0,0,0,0,0,,403785,403748,226253,9811,217562
C2600XY,"26년 8월_B tv+ 비플리_UI 541 이하_배너",DummyOffer,-,,,1,280659,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600XZ,"26년 8월_B tv+ 비플리_UI 541 이상_쿠폰&배너_2",A1CP1020261000121764,[8월혜택] B tv+ 12개월 50% 할인,PM30000107,B tv+,1,791562,144,"20260802",0,0,0,0,0,0,,377456,377420,208772,7607,201964
C2600Y0,"26년 8월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121764,[8월혜택] B tv+ 12개월 50% 할인,PM30000107,B tv+,1,795082,29,"20260802",0,0,0,0,0,0,,60536,60533,37653,871,36833
C2600Y1,"26년 8월_B tv+ 비플리_UI 541 이상_쿠폰&배너_4",A1CP1020261000121764,[8월혜택] B tv+ 12개월 50% 할인,PM30000107,B tv+,1,314826,16,"20260802",0,0,0,0,0,0,,170032,170023,78490,2066,76602
C2600Y2,[타겟] 최신 리모컨 무상 업그레이드 (7/30),,-,,,0,2207,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600YG,[주기성] 26년 8월_B tv+ 8월 비플리_가입자 제외,DummyOffer,-,,,1,4962,0,,0,0,0,0,0,0,,0,0,0,0,0
