"cmpgn_id","cmpgn_nm","copn_plcy_num","copn_plcy_nm","cnts_prod_id","prod_nm","copn_yn","cmpgn_svc_cnt","copn_use_cnt","copn_use_sta_dt","toast_yn","toast_cmpgn_cnt","toast_show_cnt","toast_click_cnt","toast_go_cnt","toast_exit_cnt","toast_show_dt","smart_cmpgn_cnt","smart_show_cnt","smart_click_cnt","smart_go_cnt","smart_exit_cnt"
C2600PD,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-1차,,-,,,0,401244,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PE,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-2차,,-,,,0,375033,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PF,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-3차,,-,,,0,145369,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PG,[팝업] 밸류애드팀 Btv 업_장기(26.6.10)_2-4차,,-,,,0,398817,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PI,"2606_무빙 연장 동의_TV팝업_11차",,-,,,0,4156,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PJ,"2606_플레이보이 디맨드_첫달무료_리마인드_1차",,-,,,0,207365,0,,1,207365,110258,58029,2806,55224,"20260731",0,0,0,0,0
C2600PM,[보정용][D+1] 쿠폰팩 등록 혜택 지급_2601,A1PR1020261000119553,[쿠폰팩 등록 감사] VOD 20% 할인쿠폰,,,1,41,4,"20260705",0,0,0,0,0,0,,35,35,29,10,25
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,JTBC 월정액,1,499892,2825,"20260708",0,0,0,0,0,0,,348596,348580,280404,21599,273723
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,지상파 3사 월정액,1,499922,1433,"20260630",0,0,0,0,0,0,,422838,422820,377957,44039,372164
C2600PQ,통합 월정액 첫달 무료_6월 3차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"19월정액",1,499906,1082,"20260627",0,0,0,0,0,0,,388399,388379,300225,21378,292507
C2600PR,"26년 6월_B tv+ 파격할인_UI 541 이상_1",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,789762,652,"20260630",1,333,201,127,9,118,"20260617",440697,440646,309810,14838,300405
C2600PR,"26년 6월_B tv+ 파격할인_UI 541 이상_1",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,789762,652,"20260630",1,333,201,127,9,118,"20260617",440697,440646,309810,14838,300405
C2600PR,"26년 6월_B tv+ 파격할인_UI 541 이상_1",DummyOffer,-,,,1,333,0,,1,333,201,127,9,118,"20260617",0,0,0,0,0
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,793186,254,"20260614",1,793113,225530,126836,4235,122603,"20260729",455990,455950,303468,15253,294018
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,793186,254,"20260614",1,793113,225530,126836,4235,122603,"20260729",455990,455950,303468,15253,294018
C2600PS,"26년 6월_B tv+ 파격할인_UI 541 이상_2",DummyOffer,-,,,1,793113,0,,1,793113,225530,126836,4235,122603,"20260729",0,0,0,0,0
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,319714,33,"20260614",1,319601,158311,83138,1699,81439,"20260728",268655,268616,180485,5904,176899
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,319714,33,"20260614",1,319601,158311,83138,1699,81439,"20260728",268655,268616,180485,5904,176899
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",DummyOffer,-,,,1,319601,0,,1,319601,158311,83138,1699,81439,"20260728",0,0,0,0,0
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,794694,89,"20260614",1,794654,192123,101911,2359,99552,"20260716",661561,661550,499115,23574,489872
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,794694,89,"20260614",1,794654,192123,101911,2359,99552,"20260716",661561,661550,499115,23574,489872
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",DummyOffer,-,,,1,794654,0,,1,794654,192123,101911,2359,99552,"20260716",0,0,0,0,0
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,272843,144,"20260731",1,272403,260,11869,450,11419,"20260625",375,375,295,36,277
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,B tv+,1,272843,144,"20260731",1,272403,260,11869,450,11419,"20260625",375,375,295,36,277
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",DummyOffer,-,,,1,272403,0,,1,272403,260,11869,450,11419,"20260625",0,0,0,0,0
C2600PW,<슈퍼 마리오 갤럭시> 런칭 안내 팝업 (6/11),,-,,,0,6359219,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,999808,1310,"20260629",0,0,0,0,0,0,,769156,769133,640386,54432,628454
C2600PZ,SPOTV 6월 첫달무료_1차_0612,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,897823,1103,"20260629",0,0,0,0,0,0,,668740,668715,552876,44943,542723
C2600PZ,SPOTV 6월 첫달무료_1차_0612,,-,,,0,1895877,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q0,노후 AP 교체 안내 TV팝업_1차,,-,,,0,17946,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q2,[팝업] 밸류애드팀 STB 교체(26.6.15))_3-1차,,-,,,0,253465,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",,,1,849,559,"20260705",1,849,222,99,0,99,"20260714",431,431,293,27,280
C2600Q4,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,27,25,"20260703",1,27,4,2,0,2,"20260612",9,9,5,0,5
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인",,,1,837,378,"20260709",1,837,478,284,0,284,"20260701",530,529,445,49,425
C2600Q6,[팝업] 밸류애드팀 STB 교체(26.6.15))_3-2차,,-,,,0,356507,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q7,[팝업] 밸류애드팀 STB 교체(26.6.15))_3-3차,,-,,,0,216840,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q8,[팝업] 밸류애드팀 Btv 업_단기(26.6.16)_3-1차,,-,,,0,283091,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600Q9,[팝업] 밸류애드팀 Btv 업_단기(26.6.16)_3-2차,,-,,,0,305417,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QA,[팝업] 밸류애드팀 Btv 업_단기(26.6.16)_3-3차,,-,,,0,155544,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QB,[팝업] B tv All+(조합형)(26.6.16)_3-1차,,-,,,0,584505,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QC,[팝업] B tv 스탠다드+(조합형)_(26.6.16)_3-1차,,-,,,0,447001,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QD,[팝업] 밸류애드팀 Btv 업_장기(26.6.17)_3-1차,,-,,,0,388291,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QE,[팝업] 밸류애드팀 Btv 업_장기(26.6.17)_3-2차,,-,,,0,387744,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QF,[팝업] 밸류애드팀 Btv 업_장기(26.6.17)_3-3차,,-,,,0,376279,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QG,[팝업] 밸류애드팀 Btv 업_장기(26.6.17)_3-4차,,-,,,0,226660,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QJ,"2606_무빙 연장 동의_TV팝업_12차",,-,,,0,4077,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QK,"2606_SPOTV_르망24시간",DummyOffer,-,,,1,144130,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QL,"2606_플레이보이 디맨드_첫달무료_리마인드_2차",,-,,,0,209053,0,,1,209053,80871,43458,1970,41488,"20260728",0,0,0,0,0
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,B tv+,1,393504,458,"20260628",0,0,0,0,0,0,,289699,289695,271984,39947,269292
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,지상파 3사 월정액,1,499891,447,"20260624",0,0,0,0,0,0,,422063,422053,368528,37545,362217
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,지상파 3사 월정액,1,499905,607,"20260630",0,0,0,0,0,0,,409604,409587,351620,38022,345817
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"19월정액",1,499906,1561,"20260627",0,0,0,0,0,0,,411104,411091,353450,32642,346570
C2600QR,"6월 성인 1+1 프로모션_추가 (6/12~14 구매자)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",,,1,3577,2176,"20260705",1,3577,1727,801,0,801,"20260716",2002,2002,1495,153,1410
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,143,101,"20260705",1,143,66,31,0,31,"20260621",62,62,40,3,39
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",,,1,6144,3614,"20260705",1,6144,2107,1038,0,1038,"20260727",3607,3606,2632,251,2483
C2600QV,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)_수정",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,274,195,"20260705",1,274,84,49,0,49,"20260622",142,142,98,8,95
C2600QW,SPOTV 6월 첫달무료_1차_0615 TV팝업,,-,,,0,1894105,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QX,수요1+1무비쿠폰(6월 프로모션 안내),,-,,,0,3774175,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600QY,수요1+1무비쿠폰(6월 쿠폰발급),A1PR1020261000121167,[금토일무비쿠폰] 20% 할인(5천원 이상 사용),,,1,659,69,"20260621",1,659,316,197,0,197,"20260627",477,477,414,84,380
C2600R0,AI커머스광고 6월 프로모션 TV팝업,,-,,,0,1830128,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,JTBC 월정액,1,419902,2220,"20260627",0,0,0,0,0,0,,342659,342649,300918,31051,295669
C2600R3,[모바일 B tv] '26년 6월 수요 1+1 무비 쿠폰 앱푸쉬 (Mass),,-,,,0,922971,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600R4,<피어스> 할인쿠폰 프로모션,A1SA1020261000121258,"[피어스 런칭] 영화 5,500원 할인",,,1,25,18,"20260715",1,25,16,10,0,10,"20260701",12,12,9,3,7
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인",,,1,1128,386,"20260707",1,1128,565,307,0,307,"20260707",731,731,633,52,614
C2600R6,<슈퍼 마리오 갤럭시> 할인쿠폰 프로모션,A1SA1020261000120961,"[슈퍼마리오 갤럭시 런칭] 영화 3,300원 할인",,,1,1000,151,"20260709",1,1000,596,341,0,341,"20260719",683,682,573,32,563
C2600R7,노후 AP 교체 안내 TV팝업_2차,,-,,,0,42706,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600R8,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_1",DummyOffer,-,,,1,785447,0,,1,785428,481559,298506,10513,290998,"20260731",0,0,0,0,0
C2600RA,SPOTV 6월 첫달무료_1차_0617 토스트팝업,,-,,,0,1891714,0,,1,1891714,533992,265648,8885,256763,"20260731",0,0,0,0,0
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰",,,1,416665,1652,"20260629",1,416665,145539,79795,2625,77173,"20260731",164181,164153,124888,6836,121795
C2600RD,"<짱구> 타겟 프로모션_2,000원_0617",A1SA1020261000121267,"[즉시 할인] 짱구 2,200원 할인쿠폰",,,1,416663,450,"20260623",0,0,0,0,0,0,,216491,216483,182111,10714,178822
C2600RF,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_2",DummyOffer,-,,,1,790561,0,,1,790557,535612,312877,12055,304112,"20260731",0,0,0,0,0
C2600RG,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_3",DummyOffer,-,,,1,318651,0,,1,318651,259206,155787,4214,152861,"20260730",0,0,0,0,0
C2600RH,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_4",DummyOffer,-,,,1,792670,0,,1,792667,669660,397620,11833,389657,"20260731",0,0,0,0,0
C2600RJ,"2606_무빙 연장 동의_TV팝업_13차",,-,,,0,4007,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RK,[팝업] 밸류애드팀 STB 교체(26.6.22)_4-1차,,-,,,0,251179,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RL,[팝업] 밸류애드팀 STB 교체(26.6.22)_4-2차,,-,,,0,353634,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RM,[팝업] 밸류애드팀 STB 교체(26.6.22)_4-3차,,-,,,0,214589,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RN,[팝업] 밸류애드팀 Btv 업_단기(26.6.23)_4-1차,,-,,,0,281002,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RO,[팝업] 밸류애드팀 Btv 업_단기(26.6.23)_4-2차,,-,,,0,304662,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RP,[팝업] 밸류애드팀 Btv 업_단기(26.6.23)_4-3차,,-,,,0,154926,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RQ,[팝업] B tv All+(조합형)(26.6.23)_4-1차,,-,,,0,579504,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RR,[팝업] B tv 스탠다드+(조합형)_(26.6.23)_4-1차,,-,,,0,445197,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RS,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-1차,,-,,,0,385304,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RT,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-2차,,-,,,0,385152,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RU,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-3차,,-,,,0,373543,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RV,[팝업] 밸류애드팀 Btv 업_장기(26.6.24)_4-4차,,-,,,0,224465,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600RW,"2606_비너스 디맨드_첫달무료_개편전",,-,,,0,210204,0,,1,210204,102004,53655,2555,51100,"20260730",0,0,0,0,0
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,-,,,0,210828,0,,1,210828,64011,35754,1663,34091,"20260731",0,0,0,0,0
C2600RZ,SPOTV 6월 첫달무료_1차_0619 배너 TV팝업,,-,,,0,1889734,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600S0,SPOTV 6월 첫달무료_2차_0620,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,999853,883,"20260720",0,0,0,0,0,0,,693740,693713,500607,29308,488619
C2600S1,SPOTV 6월 첫달무료_2차_0622,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,899755,712,"20260629",0,0,0,0,0,0,,588693,588654,408431,21646,398375
C2600S1,SPOTV 6월 첫달무료_2차_0622,,-,,,0,1901477,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600S2,"2606_무빙 연장 동의_TV팝업_14차",,-,,,0,3955,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",,,1,8608,4801,"20260715",1,8608,4217,2030,0,2030,"20260728",5377,5377,3927,394,3715
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",,,1,1181,748,"20260715",1,1181,524,265,0,265,"20260706",654,654,478,48,450
C2600S5,SPOTV 6월 첫달무료_1차_0622,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,899905,494,"20260629",0,0,0,0,0,0,,683653,683635,566851,47157,556567
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",,,1,2094,428,"20260721",1,2094,761,452,0,452,"20260718",1436,1436,1168,130,1104
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",,,1,1091,241,"20260708",1,1091,455,272,0,272,"20260707",776,776,657,97,611
C2600S9,통합 월정액 첫달 90% 할인_추가 1차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),PM30000176,"19월정액",1,400200,659,"20260723",0,0,0,0,0,0,,280563,280528,200200,11002,194170
C2600SA,SPOTV 6월 첫달무료_1차_0623,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,SPOTV 프라임패키지,1,999783,475,"20260629",0,0,0,0,0,0,,755177,755147,627285,51929,615764
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",,,1,272,148,"20260722",1,272,165,106,0,106,"20260710",183,183,162,20,149
C2600SD,통합 월정액 첫달 90% 할인_추가 2차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),PM30000176,"19월정액",1,400048,639,"20260724",0,0,0,0,0,0,,269881,269845,189535,9912,183792
C2600SE,SPOTV 6월 첫달무료_1차_0623 TV팝업,,-,,,0,896893,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SG,"CJ ENM 월정액 3개월 5,500원_7월 1차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원",PM30000154,CJ ENM 월정액,1,499940,1908,"20260814",0,0,0,0,0,0,,313693,313670,255010,15282,249943
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",,,1,409,176,"20260723",1,409,229,145,0,145,"20260727",283,283,251,26,238
C2600SJ,[주기성]프라다입고문워크 신작혜택파티 프로모션,A1PR1020261000121272,[신작혜택파티] 영화 30% 할인(악마는프라다2 외 대상작),,,1,19666,853,"20260706",1,19666,11450,6553,0,6553,"20260729",12765,12765,10874,1000,10506
C2600SK,"26년 7월_B tv+ 비플리_UI 541 이하_배너",DummyOffer,-,,,1,285785,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SL,[팝업] 밸류애드팀 STB 교체(26.6.29)_5-1차,,-,,,0,249631,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SM,[팝업] 밸류애드팀 STB 교체(26.6.29)_5-2차,,-,,,0,351800,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SN,[팝업] 밸류애드팀 STB 교체(26.6.29)_5-3차,,-,,,0,213203,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SO,[팝업] 밸류애드팀 Btv 업_단기(26.6.30)_5-1차,,-,,,0,279169,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SP,[팝업] 밸류애드팀 Btv 업_단기(26.6.30)_5-2차,,-,,,0,304119,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SQ,[팝업] 밸류애드팀 Btv 업_단기(26.6.30)_5-3차,,-,,,0,154428,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SR,[팝업] B tv All+(조합형)(26.6.30)_1-1차,,-,,,0,576911,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SS,[팝업] B tv 스탠다드+(조합형)_(26.6.30)_5-1차,,-,,,0,444089,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600ST,[팝업] 밸류애드팀 Btv 업_장기(26.7.1)_5-1차,,-,,,0,383250,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,B tv+,1,793683,1582,"20260724",1,793534,584726,399983,16601,390876,"20260731",557206,557184,458650,28601,449744
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",DummyOffer,-,,,1,793534,0,,1,793534,584726,399983,16601,390876,"20260731",0,0,0,0,0
C2600SV,[팝업] 밸류애드팀 Btv 업_장기(26.7.1)_5-2차,,-,,,0,383063,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SW,[팝업] 밸류애드팀 Btv 업_장기(26.7.1)_5-3차,,-,,,0,371655,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SX,[팝업] 밸류애드팀 Btv 업_장기(26.7.1)_5-4차,,-,,,0,222970,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600SZ,SPOTV 6월 첫달무료_2차_0626 TV팝업,,-,,,0,1870138,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,B tv+,1,791090,587,"20260709",1,791039,632799,407259,18030,396727,"20260731",560355,560329,444372,27499,435055
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",DummyOffer,-,,,1,791039,0,,1,791039,632799,407259,18030,396727,"20260731",0,0,0,0,0
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,B tv+,1,795638,224,"20260705",1,795614,738855,515368,17634,506568,"20260731",727543,727534,599804,28294,591131
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",DummyOffer,-,,,1,795614,0,,1,795614,738855,515368,17634,506568,"20260731",0,0,0,0,0
C2600T2,"6월 쿠폰팩 GCP 만료 D-3_POP",DummyOffer,-,,,1,85200,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600T3,(주기성) 콜센터 시청유도_TB_노출종료,DummyOffer,-,,,1,5457,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,B tv+,1,303517,37,"20260705",1,303512,282050,167937,5871,164440,"20260731",275218,275215,203522,9135,200051
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",DummyOffer,-,,,1,303512,0,,1,303512,282050,167937,5871,164440,"20260731",0,0,0,0,0
C2600T5,<마이클> 런칭 안내 팝업 (6/25),,-,,,0,6368368,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600T6,"26년 6월 B tv+ 할인 연장 캠페인_광복절 5,500원",A1CP1020261000121367,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_6월",,,1,838,838,"20260821",1,838,592,314,0,314,"20260727",0,0,0,0,0
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",,,1,958,437,"20260716",1,958,413,244,0,244,"20260714",540,540,434,25,421
C2600T8,<살목지(2차)> 할인쿠폰 프로모션,A1SA1020261000121161,"[살목지 런칭] 영화 4,444원 할인",,,1,444,106,"20260716",1,444,199,120,0,120,"20260729",292,292,244,24,235
C2600T9,"26년 6월 B tv+ 할인 연장 캠페인_8월할인 7,700원",A1CP1020261000121368,"[가입 유지 선물] B tv+ 월 7,700원 이용 혜택 6개월 자동 연장_6월",,,1,896,896,"20260831",1,896,634,313,0,313,"20260724",0,0,0,0,0
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,B tv+,1,286768,685,"20260801",0,0,0,0,0,0,,2751,2751,1872,231,1742
C2600TB,[주기성] 26년 7월_B tv+ 7월 비플리 하위_가입자 제외,DummyOffer,-,,,1,1338,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TE,[보정용] SEG 재발송,,-,,,0,9752,0,,0,0,0,0,0,0,,0,0,0,0,0
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,지상파 3사 월정액,1,499921,2723,"20260814",0,0,0,0,0,0,,267242,267223,198475,10354,193729
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,JTBC 월정액,1,499941,967,"20260731",0,0,0,0,0,0,,270443,270422,203274,11102,197557
C2600TH,<살목지> 할인쿠폰 프로모션,A1SA1020261000121380,"[살목지 런칭] 영화 3,300원 할인",,,1,3000,412,"20260714",1,3000,1494,755,0,755,"20260724",2181,2180,1890,117,1849
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,JTBC 월정액,1,499877,151,"20260731",0,0,0,0,0,0,,276512,276475,183794,7481,179064
